Dates	Category	Descript	DayOfWeek	PdDistrict	Resolution	Address	X	Y
5/12/2015 17:37	ROBBERY	ATTEMPTED ROBBERY OF A BANK WITH BODILY FORCE	Tuesday	PARK	NONE	1700 Block of FULTON ST	-122.4456525	37.77596127
5/12/2015 17:30	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	Tuesday	TENDERLOIN	NONE	100 Block of OFARRELL ST	-122.4072224	37.78645626
5/12/2015 17:30	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	MISSION	NONE	2400 Block of 24TH ST	-122.4038884	37.75309457
5/12/2015 17:30	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	SOUTHERN	"ARREST, BOOKED"	6TH ST / MISSION ST	-122.4087106	37.78097067
5/12/2015 17:20	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	300 Block of DEMONTFORT AV	-122.4617714	37.72358479
5/12/2015 17:10	VANDALISM	"MALICIOUS MISCHIEF, BREAKING WINDOWS"	Tuesday	SOUTHERN	"ARREST, BOOKED"	1000 Block of MARKET ST	-122.4110714	37.78175113
5/12/2015 17:10	OTHER OFFENSES	PROBATION VIOLATION	Tuesday	SOUTHERN	"ARREST, BOOKED"	1000 Block of MARKET ST	-122.4110714	37.78175113
5/12/2015 17:09	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	SOUTHERN	"ARREST, BOOKED"	2ND ST / HARRISON ST	-122.3951632	37.7843097
5/12/2015 17:08	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	CENTRAL	"ARREST, BOOKED"	200 Block of GRANT AV	-122.4052545	37.7892525
5/12/2015 17:04	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	Tuesday	TENDERLOIN	"ARREST, BOOKED"	400 Block of OFARRELL ST	-122.4117425	37.78588822
5/12/2015 17:00	VEHICLE THEFT	STOLEN TRUCK	Tuesday	TARAVAL	NONE	100 Block of MONCADA WY	-122.4692997	37.72669121
5/12/2015 17:00	LARCENY/THEFT	PETTY THEFT BICYCLE	Tuesday	TARAVAL	NONE	2400 Block of GREAT HY	-122.5067409	37.74073948
5/12/2015 17:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	0 Block of FELL ST	-122.4185006	37.77643809
5/12/2015 17:00	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Tuesday	INGLESIDE	NONE	300 Block of TERESITA BL	-122.4497689	37.74143404
5/12/2015 17:00	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	Tuesday	RICHMOND	NONE	400 Block of 17TH AV	-122.4761649	37.77949315
5/12/2015 17:00	OTHER OFFENSES	FALSE PERSONATION	Tuesday	MISSION	NONE	900 Block of ELIZABETH ST	-122.4417422	37.75168928
5/12/2015 16:58	OTHER OFFENSES	TAMPERING WITH A VEHICLE	Tuesday	NORTHERN	"ARREST, BOOKED"	1800 Block of BUSH ST	-122.4277217	37.7878087
5/12/2015 16:58	DRUG/NARCOTIC	POSSESSION OF NARCOTICS PARAPHERNALIA	Tuesday	NORTHERN	"ARREST, BOOKED"	1800 Block of BUSH ST	-122.4277217	37.7878087
5/12/2015 16:58	WARRANTS	WARRANT ARREST	Tuesday	NORTHERN	"ARREST, BOOKED"	1800 Block of BUSH ST	-122.4277217	37.7878087
5/12/2015 16:50	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Tuesday	MISSION	NONE	TREAT AV / 24TH ST	-122.4129975	37.75257225
5/12/2015 16:45	ASSAULT	BATTERY	Tuesday	INGLESIDE	NONE	0 Block of SGTJOHNVYOUNG LN	-122.4447071	37.72493073
5/12/2015 16:45	ASSAULT	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	Tuesday	INGLESIDE	NONE	0 Block of SGTJOHNVYOUNG LN	-122.4447071	37.72493073
5/12/2015 16:45	NON-CRIMINAL	LOST PROPERTY	Tuesday	RICHMOND	NONE	GEARY BL / 20TH AV	-122.479384	37.7803327
5/12/2015 16:30	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	Tuesday	SOUTHERN	NONE	0 Block of 9TH ST	-122.4150649	37.77643541
5/12/2015 16:30	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Tuesday	SOUTHERN	NONE	0 Block of 9TH ST	-122.4150649	37.77643541
5/12/2015 16:30	NON-CRIMINAL	"AIDED CASE, INJURED PERSON"	Tuesday	NORTHERN	NONE	1500 Block of GEARY BL	-122.4287732	37.78472228
5/12/2015 16:27	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	CENTRAL	"ARREST, BOOKED"	JONES ST / CLAY ST	-122.414474	37.79322182
5/12/2015 16:26	ROBBERY	ATTEMPTED ROBBERY WITH A DEADLY WEAPON	Tuesday	SOUTHERN	NONE	1000 Block of MARKET ST	-122.4110714	37.78175113
5/12/2015 16:24	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	CENTRAL	NONE	900 Block of MASON ST	-122.4108456	37.79231587
5/12/2015 16:05	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"	Tuesday	INGLESIDE	"ARREST, BOOKED"	300 Block of HOLLADAY AV	-122.4065972	37.74348345
5/12/2015 16:05	SECONDARY CODES	DOMESTIC VIOLENCE	Tuesday	INGLESIDE	"ARREST, BOOKED"	300 Block of HOLLADAY AV	-122.4065972	37.74348345
5/12/2015 16:04	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	Tuesday	INGLESIDE	"ARREST, BOOKED"	4100 Block of MISSION ST	-122.4298017	37.73038195
5/12/2015 16:04	ASSAULT	BATTERY	Tuesday	BAYVIEW	NONE	2500 Block of MARIN ST	-122.4027674	37.74822034
5/12/2015 16:04	WARRANTS	ENROUTE TO DEPARTMENT OF CORRECTIONS	Tuesday	INGLESIDE	"ARREST, BOOKED"	4100 Block of MISSION ST	-122.4298017	37.73038195
5/12/2015 16:00	MISSING PERSON	MISSING ADULT	Tuesday	MISSION	NONE	600 Block of FLORIDA ST	-122.4110938	37.76104757
5/12/2015 16:00	MISSING PERSON	FOUND PERSON	Tuesday	MISSION	NONE	600 Block of FLORIDA ST	-122.4110938	37.76104757
5/12/2015 16:00	ASSAULT	INFLICT INJURY ON COHABITEE	Tuesday	BAYVIEW	"ARREST, BOOKED"	1000 Block of CONNECTICUT ST	-122.3972019	37.75353512
5/12/2015 16:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	PARK	NONE	14TH ST / NOE ST	-122.4334093	37.76745989
5/12/2015 16:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	LAKE MERCED BL / BROTHERHOOD WAY	-122.4852263	37.71469453
5/12/2015 15:45	ASSAULT	AGGRAVATED ASSAULT WITH A GUN	Tuesday	BAYVIEW	NONE	0 Block of TURNER TR	-122.3951069	37.75663058
5/12/2015 15:45	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	Tuesday	BAYVIEW	NONE	0 Block of TURNER TR	-122.3951069	37.75663058
5/12/2015 15:45	BURGLARY	"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY"	Tuesday	SOUTHERN	NONE	500 Block of BEALE ST	-122.3891136	37.78572819
5/12/2015 15:45	ASSAULT	"ASSAULT, AGGRAVATED, W/ GUN"	Tuesday	BAYVIEW	NONE	0 Block of TURNER TR	-122.3951069	37.75663058
5/12/2015 15:45	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	Tuesday	BAYVIEW	NONE	0 Block of TURNER TR	-122.3951069	37.75663058
5/12/2015 15:45	ASSAULT	CHILD ABUSE (PHYSICAL)	Tuesday	MISSION	NONE	CESAR CHAVEZ ST / GUERRERO ST	-122.4224904	37.74801444
5/12/2015 15:45	DRUG/NARCOTIC	POSSESSION OF CONTROLLED SUBSTANCE FOR SALE	Tuesday	MISSION	NONE	CESAR CHAVEZ ST / GUERRERO ST	-122.4224904	37.74801444
5/12/2015 15:45	ASSAULT	AGGRAVATED ASSAULT WITH A GUN	Tuesday	MISSION	NONE	CESAR CHAVEZ ST / GUERRERO ST	-122.4224904	37.74801444
5/12/2015 15:40	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	SOUTHERN	EXCEPTIONAL CLEARANCE	FOLSOM ST / 8TH ST	-122.4100658	37.77499068
5/12/2015 15:40	ROBBERY	"ROBBERY, BODILY FORCE"	Tuesday	PARK	NONE	EDDY ST / DIVISADERO ST	-122.4389286	37.78058745
5/12/2015 15:30	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Tuesday	INGLESIDE	NONE	100 Block of BRADFORD ST	-122.4095051	37.74047152
5/12/2015 15:29	WARRANTS	ENROUTE TO OUTSIDE JURISDICTION	Tuesday	SOUTHERN	"ARREST, BOOKED"	800 Block of BRYANT ST	-122.4034048	37.77542071
5/12/2015 15:25	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	400 Block of STOCKTON ST	-122.4069776	37.7899181
5/12/2015 15:25	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Tuesday	CENTRAL	NONE	400 Block of STOCKTON ST	-122.4069776	37.7899181
5/12/2015 15:25	NON-CRIMINAL	LOST PROPERTY	Tuesday	NORTHERN	NONE	1000 Block of VANNESS AV	-122.4212035	37.7854812
5/12/2015 15:25	LARCENY/THEFT	GRAND THEFT SHOPLIFTING	Tuesday	BAYVIEW	NONE	1000 Block of 3RD ST	-122.3898745	37.77541286
5/12/2015 15:23	ASSAULT	BATTERY	Tuesday	MISSION	NONE	2300 Block of 16TH ST	-122.4095299	37.76571844
5/12/2015 15:20	LARCENY/THEFT	GRAND THEFT FROM UNLOCKED AUTO	Tuesday	SOUTHERN	NONE	1000 Block of MARKET ST	-122.4110714	37.78175113
5/12/2015 15:05	OTHER OFFENSES	TRAFFIC VIOLATION ARREST	Tuesday	TARAVAL	"ARREST, BOOKED"	ALEMANY BL / STCHARLES AV	-122.4692873	37.71059165
5/12/2015 15:00	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Tuesday	MISSION	NONE	1000 Block of VALENCIA ST	-122.4209336	37.75570245
5/12/2015 15:00	BURGLARY	"BURGLARY, FORCIBLE ENTRY"	Tuesday	PARK	NONE	200 Block of JOHNFKENNEDY DR	-122.4606463	37.77149035
5/12/2015 15:00	VANDALISM	"MALICIOUS MISCHIEF, VANDALISM"	Tuesday	PARK	NONE	200 Block of JOHNFKENNEDY DR	-122.4606463	37.77149035
5/12/2015 15:00	LARCENY/THEFT	GRAND THEFT PICKPOCKET	Tuesday	SOUTHERN	NONE	FRONT ST / MARKET ST	-122.3982667	37.79171485
5/12/2015 15:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	MISSION	NONE	18TH ST / VALENCIA ST	-122.4215817	37.76170072
5/12/2015 15:00	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	LAKE MERCED BL / SUNSET BL	-122.4934685	37.72959507
5/12/2015 14:36	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	RICHMOND	NONE	CLEMENT ST / 15TH AV	-122.474112	37.78250877
5/12/2015 14:35	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	BAYVIEW	"ARREST, BOOKED"	3RD ST / CHINABASIN ST	-122.3900272	37.77629979
5/12/2015 14:30	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Tuesday	INGLESIDE	NONE	100 Block of EDINBURGH ST	-122.4279628	37.72669256
5/12/2015 14:30	OTHER OFFENSES	TRAFFIC VIOLATION	Tuesday	MISSION	"ARREST, BOOKED"	16TH ST / POTRERO AV	-122.4075383	37.76578275
5/12/2015 14:29	TRESPASS	TRESPASSING	Tuesday	TENDERLOIN	NONE	400 Block of EDDY ST	-122.4150669	37.78356348
5/12/2015 14:15	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	Tuesday	RICHMOND	NONE	400 Block of 6TH AV	-122.4642799	37.7800333
5/12/2015 14:08	TRESPASS	TRESPASSING	Tuesday	MISSION	"ARREST, BOOKED"	100 Block of 14TH ST	-122.4161553	37.76844961
5/12/2015 14:00	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	INGLESIDE	"ARREST, BOOKED"	0 Block of NAPLES ST	-122.425956	37.72790521
5/12/2015 14:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	MISSION	NONE	1200 Block of SAN BRUNO AV	-122.4043536	37.75375051
5/12/2015 14:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	GROVE ST / LARKIN ST	-122.4165835	37.77865915
5/12/2015 13:55	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	SOUTHERN	"ARREST, BOOKED"	800 Block of MARKET ST	-122.4076335	37.78418935
5/12/2015 13:55	MISSING PERSON	FOUND PERSON	Tuesday	MISSION	LOCATED	900 Block of POTRERO AV	-122.4066049	37.75715804
5/12/2015 13:55	MISSING PERSON	MISSING JUVENILE	Tuesday	MISSION	LOCATED	900 Block of POTRERO AV	-122.4066049	37.75715804
5/12/2015 13:50	ASSAULT	BATTERY	Tuesday	RICHMOND	NONE	3300 Block of CLAY ST	-122.448019	37.78901612
5/12/2015 13:50	ASSAULT	ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)	Tuesday	RICHMOND	NONE	3300 Block of CLAY ST	-122.448019	37.78901612
5/12/2015 13:50	OTHER OFFENSES	LOST/STOLEN LICENSE PLATE	Tuesday	CENTRAL	NONE	COLUMBUS AV / BEACH ST	-122.4195806	37.80677992
5/12/2015 13:41	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	Tuesday	BAYVIEW	NONE	0 Block of OSCEOLA LN	-122.3831875	37.7316758
5/12/2015 13:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	TARAVAL	NONE	0 Block of HARDING RD	-122.4977043	37.72473844
5/12/2015 13:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	HARRISON ST / 10TH ST	-122.4112792	37.77157858
5/12/2015 13:20	WARRANTS	WARRANT ARREST	Tuesday	MISSION	"ARREST, BOOKED"	2000 Block of MISSION ST	-122.4196583	37.76422056
5/12/2015 13:16	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	CENTRAL	NONE	300 Block of GRANT AV	-122.4056187	37.79032009
5/12/2015 13:15	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	FOLSOM ST / 11TH ST	-122.4140273	37.77186362
5/12/2015 13:00	BURGLARY	"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY"	Tuesday	BAYVIEW	NONE	200 Block of WAYLAND ST	-122.4046245	37.72609403
5/12/2015 13:00	NON-CRIMINAL	AIDED CASE -PROPERTY FOR DESTRUCTION	Tuesday	RICHMOND	NONE	400 Block of 6TH AV	-122.4642799	37.7800333
5/12/2015 12:57	SUSPICIOUS OCC	INVESTIGATIVE DETENTION	Tuesday	BAYVIEW	UNFOUNDED	17TH ST / CONNECTICUT ST	-122.3977416	37.76507287
5/12/2015 12:35	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	BAYVIEW	UNFOUNDED	4900 Block of 3RD ST	-122.3912434	37.7336342
5/12/2015 12:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	RICHMOND	NONE	1000 Block of POINTLOBOS AV	-122.5136421	37.77846922
5/12/2015 12:25	NON-CRIMINAL	AIDED CASE	Tuesday	TARAVAL	NONE	1600 Block of PORTOLA DR	-122.4707927	37.73543166
5/12/2015 12:20	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	1700 Block of POST ST	-122.4305793	37.78541211
5/12/2015 12:15	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Tuesday	TARAVAL	NONE	SAN JOSE AV / GOETHE ST	-122.458823	37.70844496
5/12/2015 12:00	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	CENTRAL	NONE	300 Block of GEARY ST	-122.4090552	37.78719796
5/12/2015 12:00	BURGLARY	"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY"	Tuesday	TARAVAL	NONE	100 Block of LOUISBURG ST	-122.4497689	37.72112981
5/12/2015 12:00	LARCENY/THEFT	GRAND THEFT FROM A BUILDING	Tuesday	PARK	NONE	800 Block of 14TH ST	-122.4317399	37.76750708
5/12/2015 12:00	LARCENY/THEFT	GRAND THEFT OF PROPERTY	Tuesday	CENTRAL	NONE	100 Block of MAIDEN LN	-122.4059112	37.78807568
5/12/2015 12:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	LAGUNA ST / GEARY BL	-122.4279912	37.78495312
5/12/2015 11:58	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	INGLESIDE	NONE	GUERRERO ST / 27TH ST	-122.4223856	37.74717284
5/12/2015 11:45	ASSAULT	THREATS AGAINST LIFE	Tuesday	SOUTHERN	"ARREST, BOOKED"	200 Block of 9TH ST	-122.412845	37.77481706
5/12/2015 11:45	MISSING PERSON	MISSING ADULT	Tuesday	MISSION	EXCEPTIONAL CLEARANCE	800 Block of CAPP ST	-122.4174994	37.75308467
5/12/2015 11:45	MISSING PERSON	FOUND PERSON	Tuesday	MISSION	EXCEPTIONAL CLEARANCE	800 Block of CAPP ST	-122.4174994	37.75308467
5/12/2015 11:35	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	MISSION	NONE	500 Block of CASTRO ST	-122.4348568	37.76007771
5/12/2015 11:30	FRAUD	"CREDIT CARD, THEFT BY USE OF"	Tuesday	TARAVAL	NONE	100 Block of SERRANO DR	-122.4775695	37.72004353
5/12/2015 11:30	ASSAULT	BATTERY	Tuesday	CENTRAL	NONE	600 Block of SUTTER ST	-122.4110689	37.7888557
5/12/2015 11:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	800 Block of BRYANT ST	-122.4034048	37.77542071
5/12/2015 11:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	SOUTHERN	NONE	800 Block of BRYANT ST	-122.4034048	37.77542071
5/12/2015 11:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	SANSOME ST / THE EMBARCADERONORTH ST	-122.4035919	37.80541292
5/12/2015 11:20	ROBBERY	ROBBERY OF A CHAIN STORE WITH A KNIFE	Tuesday	SOUTHERN	"ARREST, BOOKED"	1000 Block of MARKET ST	-122.4113396	37.78127074
5/12/2015 11:20	ASSAULT	AGGRAVATED ASSAULT WITH A KNIFE	Tuesday	SOUTHERN	"ARREST, BOOKED"	1000 Block of MARKET ST	-122.4113396	37.78127074
5/12/2015 11:20	BURGLARY	"BURGLARY OF STORE, UNLAWFUL ENTRY"	Tuesday	SOUTHERN	"ARREST, BOOKED"	1000 Block of MARKET ST	-122.4113396	37.78127074
5/12/2015 11:20	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	SOUTHERN	"ARREST, BOOKED"	6TH ST / MISSION ST	-122.4087106	37.78097067
5/12/2015 11:20	BURGLARY	"BURGLARY, UNLAWFUL ENTRY"	Tuesday	RICHMOND	"ARREST, BOOKED"	GOLDEN GATE AV / CHABOT TR	-122.4513481	37.77708897
5/12/2015 11:16	NON-CRIMINAL	FIRE REPORT	Tuesday	INGLESIDE	NONE	0 Block of 28TH ST	-122.423384	37.74556203
5/12/2015 11:15	MISSING PERSON	MISSING JUVENILE	Tuesday	PARK	NONE	300 Block of WOODSIDE AV	-122.4527167	37.74574514
5/12/2015 11:11	DISORDERLY CONDUCT	DISTURBING THE PEACE	Tuesday	TENDERLOIN	NONE	400 Block of ELLIS ST	-122.4136093	37.78469691
5/12/2015 11:11	TRESPASS	TRESPASSING	Tuesday	TENDERLOIN	NONE	400 Block of ELLIS ST	-122.4136093	37.78469691
5/12/2015 11:00	NON-CRIMINAL	"DEATH REPORT, CAUSE UNKNOWN"	Tuesday	NORTHERN	NONE	2700 Block of LOMBARD ST	-122.4466404	37.79848677
5/12/2015 11:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	0 Block of BAY ST	-122.4064296	37.80656886
5/12/2015 11:00	BURGLARY	"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY"	Tuesday	PARK	NONE	1700 Block of EDDY ST	-122.4364648	37.78095781
5/12/2015 11:00	VANDALISM	"MALICIOUS MISCHIEF, BREAKING WINDOWS"	Tuesday	PARK	NONE	1700 Block of EDDY ST	-122.4364648	37.78095781
5/12/2015 11:00	MISSING PERSON	MISSING ADULT	Tuesday	RICHMOND	NONE	600 Block of 38TH AV	-122.498383	37.77658409
5/12/2015 11:00	MISSING PERSON	FOUND PERSON	Tuesday	RICHMOND	NONE	600 Block of 38TH AV	-122.498383	37.77658409
5/12/2015 11:00	LARCENY/THEFT	GRAND THEFT PICKPOCKET	Tuesday	MISSION	NONE	SOUTH VAN NESS AV / 15TH ST	-122.4176479	37.76680538
5/12/2015 11:00	VEHICLE THEFT	STOLEN AUTOMOBILE	Tuesday	TARAVAL	NONE	JUNIPERO SERRA BL / WINSTON DR	-122.4720553	37.72682391
5/12/2015 10:45	LARCENY/THEFT	GRAND THEFT PICKPOCKET	Tuesday	SOUTHERN	NONE	5TH ST / MARKET ST	-122.4080683	37.78399168
5/12/2015 10:40	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	0 Block of BAY ST	-122.4064296	37.80656886
5/12/2015 10:35	ASSAULT	BATTERY	Tuesday	PARK	NONE	800 Block of BRODERICK ST	-122.4400536	37.77806666
5/12/2015 10:35	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	NORTHERN	NONE	100 Block of GOUGH ST	-122.4223863	37.77432673
5/12/2015 10:30	NON-CRIMINAL	LOST PROPERTY	Tuesday	SOUTHERN	NONE	MISSION ST / 8TH ST	-122.4131609	37.77745666
5/12/2015 10:30	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	HYDE ST / VALLEJO ST	-122.4186752	37.79733433
5/12/2015 10:28	LARCENY/THEFT	PETTY THEFT FROM UNLOCKED AUTO	Tuesday	BAYVIEW	NONE	5600 Block of 3RD ST	-122.3938703	37.72664013
5/12/2015 10:27	LARCENY/THEFT	GRAND THEFT OF PROPERTY	Tuesday	RICHMOND	NONE	200 Block of CHERRY ST	-122.457076	37.78824482
5/12/2015 10:25	BURGLARY	"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY"	Tuesday	INGLESIDE	NONE	200 Block of POPE ST	-122.4404168	37.71203293
5/12/2015 10:22	NON-CRIMINAL	"DEATH REPORT, CAUSE UNKNOWN"	Tuesday	TARAVAL	NONE	1800 Block of 46TH AV	-122.5052709	37.75201369
5/12/2015 10:20	LARCENY/THEFT	PETTY THEFT FROM A BUILDING	Tuesday	SOUTHERN	NONE	800 Block of MISSION ST	-122.4053955	37.78351007
5/12/2015 10:15	LARCENY/THEFT	PETTY THEFT OF PROPERTY	Tuesday	NORTHERN	NONE	1700 Block of VANNESS AV	-122.4227772	37.7917191
5/12/2015 10:15	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	JEFFERSON ST / THE EMBARCADERONORTH ST	-122.4125272	37.80862506
5/12/2015 10:13	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	BEACH ST / STOCKTON ST	-122.4106907	37.80789119
5/12/2015 10:10	ASSAULT	BATTERY	Tuesday	SOUTHERN	NONE	200 Block of 11TH ST	-122.4146475	37.77244234
5/12/2015 10:00	OTHER OFFENSES	MISCELLANEOUS INVESTIGATION	Tuesday	CENTRAL	NONE	100 Block of CALIFORNIA ST	-122.3981953	37.79337819
5/12/2015 10:00	BURGLARY	"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"	Tuesday	INGLESIDE	NONE	200 Block of NEVADA ST	-122.4114994	37.73900872
5/12/2015 10:00	MISSING PERSON	MISSING ADULT	Tuesday	PARK	NONE	1400 Block of GROVE ST	-122.4404831	37.7755529
5/12/2015 9:50	OTHER OFFENSES	"DRIVERS LICENSE, SUSPENDED OR REVOKED"	Tuesday	INGLESIDE	"ARREST, BOOKED"	400 Block of MONTEREY BL	-122.4454715	37.73165666
5/12/2015 9:30	NON-CRIMINAL	AIDED CASE	Tuesday	NORTHERN	NONE	1100 Block of FRANCISCO ST	-122.4241235	37.80336134
5/12/2015 9:30	SUSPICIOUS OCC	SUSPICIOUS OCCURRENCE	Tuesday	TARAVAL	NONE	100 Block of MAJESTIC AV	-122.4524809	37.71617935
5/12/2015 9:30	BURGLARY	"BURGLARY OF FLAT, UNLAWFUL ENTRY"	Tuesday	PARK	NONE	1300 Block of COLE ST	-122.4491381	37.76208405
5/12/2015 9:30	VEHICLE THEFT	STOLEN TRUCK	Tuesday	BAYVIEW	NONE	SILLIMAN ST / SOMERSET ST	-122.4090461	37.73020218
5/12/2015 9:25	LARCENY/THEFT	PETTY THEFT FROM LOCKED AUTO	Tuesday	INGLESIDE	NONE	1700 Block of CHURCH ST	-122.4267012	37.74329433
5/12/2015 9:15	ASSAULT	BATTERY	Tuesday	MISSION	"ARREST, BOOKED"	100 Block of EUREKA ST	-122.4382564	37.75987298
5/12/2015 9:15	OTHER OFFENSES	VIOLATION OF RESTRAINING ORDER	Tuesday	MISSION	"ARREST, BOOKED"	100 Block of EUREKA ST	-122.4382564	37.75987298
5/12/2015 9:09	VANDALISM	"MALICIOUS MISCHIEF, BREAKING WINDOWS"	Tuesday	PARK	NONE	1700 Block of TURK ST	-122.4374939	37.77987044
5/12/2015 9:00	LARCENY/THEFT	GRAND THEFT FROM LOCKED AUTO	Tuesday	CENTRAL	NONE	300 Block of BEACH ST	-122.4148223	37.80743146
5/12/2015 9:00	BURGLARY	"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY"	Tuesday	TARAVAL	NONE	100 Block of LOUISBURG ST	-122.4496455	37.7210803
5/12/2015 8:55	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	TENDERLOIN	NONE	100 Block of JONES ST	-122.4122498	37.78255633
5/12/2015 8:30	LARCENY/THEFT	PETTY THEFT SHOPLIFTING	Tuesday	SOUTHERN	"ARREST, BOOKED"	1100 Block of MARKET ST	-122.4135641	37.77951403
5/12/2015 8:27	NON-CRIMINAL	AIDED CASE	Tuesday	TARAVAL	NONE	2600 Block of SAN JOSE AV	-122.4507245	37.71586212
5/12/2015 8:15	ASSAULT	BATTERY	Tuesday	INGLESIDE	NONE	MISSION ST / VIRGINIA AV	-122.4214887	37.74312201
5/12/2015 8:11	NON-CRIMINAL	FIRE REPORT	Tuesday	TARAVAL	NONE	100 Block of FONT BL	-122.4736441	37.71555367
5/12/2015 7:30	NON-CRIMINAL	"AIDED CASE, MENTAL DISTURBED"	Tuesday	SOUTHERN	NONE	600 Block of 8TH ST	-122.4046854	37.77062903
